,Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Number of Presenters,Pitchers Average Age,Pitchers State,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Sharks in Deal,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Aman_deal,Namita_deal,Vineeta_deal,Anupam_deal,peyush_deal,Ritesh_deal,Amit_deal,deal_amount_per_shark,equity_per_shark,Boot Strapped,Ashneer_present,Azhar_present,Ghazal_present,Deepinder_present,Radhika_present,Vikas_present,Ronnie_present,Varun_present,Ashneer_deal,Azhar_deal,Ghazal_deal,Deepinder_deal,Radhika_deal,Vikas_deal,Ronnie_deal,Varun_deal
173,2,AtypicalAdvantage,8,174,02-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Rahul Dua,Technology/Software,1,Middle,Jharkhand,30.0,1.0,3000.0,1,1,30.0,3.0,1000.0,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,15.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2,HouseOfChikankari,8,175,02-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Rahul Dua,Beauty/Fashion,2,Middle,Delhi,75.0,1.0,7500.0,1,1,75.0,3.75,2000.0,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,37.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,MagicOfMemories,8,176,02-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Rahul Dua,Beauty/Fashion,1,Middle,Delhi,25.0,5.0,500.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2,Paradyes,9,177,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Rahul Dua,Beauty/Fashion,2,Young,Gujarat,65.0,1.0,6500.0,1,1,65.0,2.0,3250.0,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,32.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2,Nestroots,9,178,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Rahul Dua,Lifestyle/Home,1,Middle,Delhi,50.0,1.0,5000.0,1,1,50.0,2.0,2500.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,50.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2,Zillionaire,10,179,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Rahul Dua,Beauty/Fashion,2,Young,Rajasthan,50.0,3.3,1515.151515,1,1,100.0,10.0,1000.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,100.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2,Credmate,10,180,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Rahul Dua,Technology/Software,2,Middle,Punjab,50.0,5.0,1000.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,Freebowler,10,181,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Rahul Dua,Fitness/Sports/Outdoors,2,Middle,Karnataka,75.0,7.5,1000.0,1,1,25.0,7.5,333.3333333,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,25.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2,ABCSports&Fitness,11,182,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Rahul Dua,Fitness/Sports/Outdoors,2,Middle,Maharashtra,40.0,2.0,2000.0,1,1,40.0,10.0,400.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,40.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2,Primebook,11,183,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Rahul Dua,Technology/Software,4,Middle,Delhi,75.0,1.5,5000.0,1,1,75.0,3.0,2500.0,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,37.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2,DailyDump,11,184,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Rahul Dua,Manufacturing,2,Middle,Karnataka,80.0,4.0,2000.0,1,1,30.0,4.0,750.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2,GharSoaps,12,185,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Rahul Dua,Beauty/Fashion,2,Middle,Maharashtra,60.0,2.0,3000.0,1,1,60.0,4.0,1500.0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,60.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,Janitri,12,186,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Rahul Dua,Medical/Health,1,Middle,Rajasthan,100.0,2.5,4000.0,1,1,100.0,2.5,4000.0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,100.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2,JaipurWatchCompany,12,187,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Rahul Dua,Manufacturing,1,Middle,Rajasthan,50.0,2.0,2500.0,0,-1,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,InsideFPV,13,188,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Rahul Dua,Manufacturing,3,Young,Gujarat,75.0,4.0,1875.0,1,1,75.0,15.0,500.0,4,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,18.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2,Angrakhaa,13,189,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Rahul Dua,Beauty/Fashion,2,Young,Delhi,40.0,5.0,800.0,1,1,40.0,20.0,200.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2,Diabexy,13,190,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Rahul Dua,Food and Beverage,2,Middle,Haryana,150.0,1.0,15000.0,1,0,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2,Kyari,14,191,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Manufacturing,2,Young,Uttar Pradesh,51.0,1.0,5100.0,1,1,51.0,6.0,850.0,2,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,25.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,MoppFoods,14,192,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Food and Beverage,2,Middle,Delhi,75.0,2.25,3333.333333,1,1,75.0,5.0,1500.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,75.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,Econiture,14,193,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Rahul Dua,Lifestyle/Home,4,Middle,Maharashtra,50.0,8.0,625.0,0,-1,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,Dobiee,15,194,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Food and Beverage,2,Middle,Maharashtra,72.0,2.0,3600.0,1,1,72.0,6.5,1107.692308,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,72.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2,FastBeetle,15,195,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Business Services,2,Young,Jammu & Kashmir,90.0,3.0,3000.0,1,1,90.0,7.5,1200.0,2,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,45.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2,Pflow,15,196,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Medical/Health,2,Middle,Maharashtra,60.0,1.0,6000.0,1,1,60.0,6.0,1000.0,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,30.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2,VSMani,16,197,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Food and Beverage,3,Middle,Karnataka,60.0,1.5,4000.0,1,1,19.0,1.0,1900.0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,Sepal,16,198,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Manufacturing,2,Middle,Telangana,50.0,1.0,5000.0,1,1,50.0,2.0,2500.0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,50.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2,Solinas,16,199,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Business Services,4,Middle,Tamil Nadu,90.0,2.0,4500.0,1,1,90.0,3.0,3000.0,2,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,45.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2,AvimeeHerbal,17,200,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,5,Middle,Gujarat,280.0,0.5,56000.0,1,0,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2,eyenic,17,201,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,2,Middle,Delhi,75.0,6.0,1250.0,0,-1,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,ekatra,17,202,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Rahul Dua,Lifestyle/Home,2,Middle,Rajasthan,40.0,10.0,400.0,1,1,20.0,20.0,100.0,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2,Raasa,18,203,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Food and Beverage,1,Middle,Delhi,50.0,5.0,1000.0,1,1,50.0,25.0,200.0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,50.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2,NeoMotion,18,204,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Manufacturing,3,Middle,Tamil Nadu,100.0,1.0,10000.0,1,1,100.0,1.0,10000.0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,100.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2,licksters,18,205,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Food and Beverage,2,Middle,Maharashtra,50.0,5.0,1000.0,1,1,25.0,5.0,500.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,25.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2,Sayonara,18,206,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Beauty/Fashion,1,Middle,West Bengal,100.0,1.0,10000.0,0,-1,0.0,0.0,0.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2,PMV,19,207,02-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Vehicles/Electrical Vehicles,1,Middle,Maharashtra,100.0,1.0,10000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2,SpiceStory,19,208,02-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Food and Beverage,3,Middle,Maharashtra,70.0,2.0,3500.0,1,1,70.0,5.0,1400.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,70.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2,Bullspree,19,209,02-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Technology/Software,3,Middle,Gujarat,75.0,1.5,5000.0,1,1,75.0,2.86,2622.377622,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,37.5,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2,Snitch,20,210,02-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,1,Middle,Karnataka,150.0,0.5,30000.0,1,1,150.0,1.5,10000.0,5,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,30.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2,Portl,20,211,02-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Business Services,3,Middle,Telangana,150.0,1.0,15000.0,1,1,150.0,2.5,6000.0,3,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,50.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,FatToSlim,20,212,02-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,1,Middle,Karnataka,20.0,1.0,2000.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,CheeseCake&Co.,21,213,02-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Food and Beverage,2,Middle,Delhi,100.0,2.0,5000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,Dabble,21,214,02-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Manufacturing,2,Middle,Karnataka,50.0,10.0,500.0,1,1,15.0,10.0,150.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2,CloudTailor,21,215,02-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Business Services,3,Middle,"Karnataka,Telangana",100.0,1.4,7142.857143,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,BeUnic,21,216,02-Jan-23,10-Mar-23,30-Jan-23,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Business Services,3,Middle,Uttar Pradesh,100.0,10.0,1000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2,Broomees,22,217,02-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Business Services,3,Middle,Delhi,80.0,2.0,4000.0,1,1,100.0,3.0,3333.333333,3,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,33.333333333333336,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2,Ravel,22,218,02-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Beauty/Fashion,1,Middle,Maharashtra,75.0,2.5,3000.0,1,1,75.0,10.0,750.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,75.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2,HoneyVeda,22,219,02-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Food and Beverage,2,Middle,Gujarat,75.0,7.5,1000.0,1,1,50.0,20.0,250.0,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,25.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2,PadCare,23,220,02-Jan-23,10-Mar-23,01-Feb-23,Changing The World,Rahul Dua,Manufacturing,1,Young,Maharashtra,50.0,2.0,2500.0,1,1,100.0,4.0,2500.0,4,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2,SwadeshiBlessings,23,221,02-Jan-23,10-Mar-23,01-Feb-23,Changing The World,Rahul Dua,Lifestyle/Home,3,Middle,Rajasthan,50.0,5.0,1000.0,1,1,25.0,5.0,500.0,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,OLL,23,222,02-Jan-23,10-Mar-23,01-Feb-23,Changing The World,Rahul Dua,Technology/Software,1,Young,Maharashtra,30.0,2.0,1500.0,1,1,30.0,5.0,600.0,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,15.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2,Febris,23,223,02-Jan-23,10-Mar-23,01-Feb-23,Changing The World,Rahul Dua,Medical/Health,2,Middle,Punjab,100.0,2.5,4000.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2,Geeani,24,224,02-Jan-23,10-Mar-23,02-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Vehicles/Electrical Vehicles,3,Middle,Gujarat,75.0,7.5,1000.0,1,1,100.0,10.0,1000.0,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,33.333333333333336,3.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,Amore,24,225,02-Jan-23,10-Mar-23,02-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Food and Beverage,2,Middle,"Telangana,Maharashtra",75.0,4.0,1875.0,1,1,75.0,7.5,1000.0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,75.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2,LeafyAffair,24,226,02-Jan-23,10-Mar-23,02-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Beauty/Fashion,1,Middle,Karnataka,50.0,2.5,2000.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2,ScrapUncle,25,227,02-Jan-23,10-Mar-23,03-Feb-23,Badhta India,Rahul Dua,Business Services,1,Young,Delhi,60.0,3.0,2000.0,1,1,60.0,5.0,1200.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,60.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2,SharmaJiKiAata,25,228,02-Jan-23,10-Mar-23,03-Feb-23,Badhta India,Rahul Dua,Food and Beverage,2,Middle,Maharashtra,40.0,10.0,400.0,1,1,40.0,20.0,200.0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,Manetain,25,229,02-Jan-23,10-Mar-23,03-Feb-23,Badhta India,Rahul Dua,Beauty/Fashion,2,Young,"Kerala,Maharashtra",75.0,2.5,3000.0,1,1,75.0,10.0,750.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,75.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,GavinParis,26,230,02-Jan-23,10-Mar-23,06-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Beauty/Fashion,2,Young,West Bengal,50.0,5.0,1000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,UnStop,26,231,02-Jan-23,10-Mar-23,06-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Technology/Software,1,Middle,Delhi,100.0,1.0,10000.0,1,1,200.0,4.0,5000.0,4,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,50.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2,BlueTea,26,232,02-Jan-23,10-Mar-23,06-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Food and Beverage,2,Middle,"Haryana,West Bengal",75.0,1.0,7500.0,1,1,50.0,3.0,1666.666667,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,50.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2,TheGreenSnack,27,233,02-Jan-23,10-Mar-23,07-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Food and Beverage,2,Middle,Maharashtra,100.0,2.0,5000.0,1,1,100.0,8.0,1250.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,100.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,HobbyIndia,27,234,02-Jan-23,10-Mar-23,07-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,3,Young,Gujarat,50.0,3.0,1666.666667,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,Flhexible,27,235,02-Jan-23,10-Mar-23,07-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,2,Middle,Rajasthan,50.0,7.5,666.6666667,0,-1,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2,UpThrust,27,236,02-Jan-23,10-Mar-23,07-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Fitness/Sports/Outdoors,2,Young,Maharashtra,75.0,3.0,2500.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2,Zoff,28,237,02-Jan-23,10-Mar-23,08-Feb-23,Game Changers,Rahul Dua,Food and Beverage,2,Middle,Chhattisgarh,100.0,0.5,20000.0,1,1,100.0,1.25,8000.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,100.0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2,DesiToys,28,238,02-Jan-23,10-Mar-23,08-Feb-23,Game Changers,Rahul Dua,Manufacturing,1,Middle,Maharashtra,50.0,3.0,1666.666667,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,CloudWorx,28,239,02-Jan-23,10-Mar-23,08-Feb-23,Game Changers,Rahul Dua,Technology/Software,1,Middle,Karnataka,40.0,2.0,2000.0,1,1,40.0,3.2,1250.0,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,20.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2,Mahantam,29,240,02-Jan-23,10-Mar-23,09-Feb-23,Pulse Of The Country,Rahul Dua,Manufacturing,2,Young,Gujarat,30.0,10.0,300.0,1,1,30.0,20.0,150.0,5,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,MindPeers,29,241,02-Jan-23,10-Mar-23,09-Feb-23,Pulse Of The Country,Rahul Dua,Medical/Health,2,Middle,Delhi,53.0,1.0,5300.0,1,1,106.0,2.0,5300.0,4,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,26.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,2,Barosi,29,242,02-Jan-23,10-Mar-23,09-Feb-23,Pulse Of The Country,Rahul Dua,Food and Beverage,1,Middle,Haryana,50.0,2.0,2500.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2,Daryaganj,30,243,02-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Food and Beverage,3,Middle,Delhi,90.0,0.5,18000.0,1,1,90.0,1.0,9000.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,90.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2,DhruvVidyut,30,244,02-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Vehicles/Electrical Vehicles,1,Middle,Delhi,0.0,0.5,0.0,1,1,0.0,0.5,0.0,3,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2,CELLBELL,30,245,02-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Lifestyle/Home,3,Middle,Maharashtra,90.0,1.5,6000.0,0,-1,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2,Tipayi,31,246,02-Jan-23,10-Mar-23,13-Feb-23,Innovations And Investments,Rahul Dua,Manufacturing,1,Young,Maharashtra,50.0,10.0,500.0,1,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
